id,trainername
7239,Hiker Jebediah
7240,Hiker Jeremiah
7241,Hiker Kit
7242,Hiker Neil
7244,Hiker Terrell
7246,Hiker Don
7247,Hiker Doug
7248,Hiker Hunter
7249,Hiker Jared
7252,Hiker Jerome
7254,Hiker Keith
7255,Hiker Manuel
7256,Hiker Markus
7257,Hiker Otto
7259,Hiker Shelby
7260,Hiker Stephen
7261,Hiker Teppei
7262,Hiker Tobias
7263,Hiker Wade
7264,Hiker Zaiem
7265,Hiker Aaron
7266,Hiker Alain
7267,Hiker Bergin
7268,Hiker Bernard
7269,Hiker Brent
7270,Hiker Corwin
7271,Hiker Craig
7272,Hiker Delmon
7273,Hiker Dunstan
7274,Hiker Orestes
7275,Hiker Ross
7278,Hiker Davian
7288,Hiker Calhoun
7289,Hiker David
7290,Hiker Thomas
7291,Hiker Zachary
7292,Hiker Ryan
7293,Hiker Travis
7296,Hiker Chester
7300,Hiking Club Member   Lawrence
7302,Hiking Girl   Annie
7304,Honeymooners Yuu & Ami
7305,Honeymooners Noriko and Devin
7306,Hooligans Jim & Cas
7308,Hooligans Rob & SalB2
7309,Hoopster Bobby
7313,Hoopster John
7315,Hoopster Lamarcus
7320,Hoopster Derrick*
7329,Hoopster Nicolas*
7330,Hunter♀ Aline
7331,Hunter♂ Argel
7332,Hunter♀ Athon
7333,Hunter♂ Dewig
7334,Hunter♂ Doken
7337,Hunter♂ Drovic
7338,Hunter♀ Frena
7341,Hunter♂ Geare
7343,Hunter♂ Grons
7344,Hunter♂ Hoks
7345,Hunter♂ Korm
7346,Hunter♀ Meli
7348,Hunter♀ Muna
7349,Hunter♀ Ophel
7350,Hunter♀ Telia
7351,Hunter♀ Toti
7353,Hunter♂ Tura
7355,Hunter♂ Valen
7357,Hunter♂ Weeg
7358,Hunter♀ Zada
7359,Hunter♂ Zalo
7362,Hunter♀ Alene
7363,Hunter♂ Arek
7364,Hunter♂ Basor
7365,Hunter♀ Bigon
7366,Hunter♀ Bolza
7367,Hunter♀ Cewan
7368,Hunter♂ Corvin
7369,Hunter♂ Girod
7370,Hunter♂ Gohn
7371,Hunter♂ Golog
7372,Hunter♂ Hasmen
7373,Hunter♂ Holso
7374,Hunter♂ Kolot
7375,Hunter♀ Ladin
7376,Hunter♀ Lisan
7377,Hunter♀ Milag
7378,Hunter♂ Parel
7379,Hunter♀ Procio
7380,Hunter♀ Rina
7381,Hunter♀ Sason
7382,Hunter♂ Spez
7383,Hunter♀ Zelmo
7384,Hunter♂ Dargus
7385,Hunter♂ Goling
7386,Hunter♂ Greel
7387,Hunter♂ Gron
7388,Hunter♂ Haxer
7389,Hunter♂ Ibran
7390,Hunter♂ Jetsal
7391,Hunter♂ Lesk
7392,Hunter♂ Nostal
7393,Hunter♂ Raling
7396,Hunter♂ Tiruk
7397,Icy Guy  Cody
7399,Idol Grace
7406,Infielder Alex
7410,Infielder Connor
7412,Infielder Todd
7425,Interviewer Gabby & Ty
7437,Interviewers Roxy & Oli
7444,Interviewers Gabby & Ty
7450,Janitor Caleb
7451,Janitor Geoff
7452,Janitor Brady
7454,Janitor Felix
7455,Janitor Orville
7456,Janitor Melvin
7457,Janitor Shawn
7458,Joe's Groupie   Kelsey
7459,Joe's Groupie   Kaitlyn
7461,Jogger Craig
7464,Jogger Raul
7465,Jogger Richard
7466,Jogger Scott
7467,Jogger Wyatt
7468,Jogger Craig(Rematch)
7475,Juggler
7482,Juggler Fritz*
7483,Juggler Horton
7484,Juggler Irwin
7487,Juggler Dalton
7488,Juggler Edward
7489,Juggler Gregory
7490,Juggler Jarrett
7491,Juggler Kayden
7492,Juggler Kirk
7493,Juggler Mason
7495,Juggler Nate
7496,Juggler Nelson
7497,Juggler Shawn
7514,Juggler Ferris
7515,Junior Representative Ichi-Ichi
7516,Karate Family Samuel and Guy
7517,Kindler Andy
7518,Kindler Axle
7519,Kindler Bernie
7524,Kindler Cole
7531,Kindler Bryant
7533,Kindler Dayton
7534,Kindler Hayden
7535,Kindler Jace
7536,Kindler Jeff
7537,Kindler Keegan
7546,Kruger Family   Jonathan
7547,Kruger Family   Lonnie
7549,Lady Anette
7550,Lady Brianna
7551,Lady Cindy
7562,Lady Daphne
7563,Lady Naomi
7564,Lady Sarah
7565,Lady Charlotte
7566,Lady Gillian
7567,Lady Jacki
7568,Lady Selphy
7569,Lady Kylie(Tag battle)
7570,Lady Melissa
7574,Lady Celeste
7580,Lady Colette
7581,Lady Elizandra
7582,Lady Isabel
7583,Lady Lynette
7584,Lady Magnolia
7585,Lady Sophie
7588,Lady Colette*
7589,Lady LinaW2
7598,Lady Dulcie
7599,Lady Auro
7600,Lady Brin
7601,Lady Caril
7602,Lady Eloos
7603,Lady Gwin
7604,Lady Illa
7605,Lady Kowly
7606,Lady Rima
7607,Lady Ristin
7608,Lady Vesey
7609,Lady Brena
7610,Lady Deasy
7611,Lady Denslon
7612,Lady Kylet
7613,Lady Nemi
7614,Lady Rene
7615,Lady Sanol
7616,Lady Stouner
7617,Lady Sturk
7618,Lady Talmen
7619,Lady Zolla
7620,Lady in Suit Fial
7621,Lady in Suit Malla
7622,Lady in Suit Reme
7623,Lady in Suit Sowa
7624,Lady in Suit Amell
7625,Lady in Suit Grat
7626,Lady in Suit Isette
7627,Lady in Suit Jodin
7628,Lady in Suit Oatley
7629,Lady in Suit Secort
7630,LassY
7631,Lass
7641,LassRB
7651,Lass Alice
7652,Lass Bridget
7653,Lass Carrie
7654,Lass Connie
7655,Lass Dana
7660,Lass Ellen
7661,Lass Krise
7662,Lass Laura
7663,Lass Linda
7664,Lass Michelle
7665,Lass Shannon
7666,Lass Andrea
7667,Lass Crissy
7668,Lass  Haley
7673,Lass Janice
7674,Lass Robin
7675,Lass Sally
7676,Lass Tiana
7679,Lass Haley
7688,Lass Ali
7690,Lass Ann
7692,Lass Dalia
7693,Lass Dawn
7695,Lass Iris
7699,Lass Joana
7700,Lass Julia
7701,Lass Kay
7702,Lass Lisa
7703,Lass Megan
7706,Lass Mikaela
7707,Lass Miriam
7708,Lass Paige
7709,Lass Reli
7714,Lass Blythe
7715,Lass Briana
7716,Lass Caroline
7717,Lass Cassidy
7718,Lass Kaitlin
7719,Lass Madeline
7723,Lass Molly
7724,Lass Natalie
7725,Lass Samantha
7729,Lass Sarah
7748,Lass Cathy
7764,Lass DyeB
7765,Lass DyeW
7766,Lass Eri
7767,Lass Eva
7768,Lass Fey
7769,Lass Kara
7770,Lass Lurleen
7771,Lass Maki
7772,Lass Mali
7773,Lass Maya*
7774,Lass MikiB
7775,Lass Sibyl
7777,Lass Daya
7778,Lass Diana
7780,Lass Flo*
7781,Lass Helia
7782,Lass Henrietta
7783,Lass Isabel
7785,Lass Mai
7788,Lass Persephone*
7790,Lass Serena
7791,Lass Anna
7792,Lass Charlotte
7793,Lass Elin
7794,Lass Elsa
7795,Lass Lise
7796,Lass Sara
7807,Lass Suzette
7809,Lass Audrey
7810,Lass Emmy
7811,Lass Isabella
7812,Lass Madison
7813,Lass Rika
7814,Lass Rylee
7815,Lass Salla
7823,Lass Lois
7825,Lass Nancy
7826,Lass Tammy
7827,Lass Terry
7829,Leader-in-Training♂ Marcel
7830,Leader-in-Training♀ Desiree
7831,Leader-in-Training♂ Patrick
7832,Leader-in-Training♀ Dominique
7834,Linebacker Bob
7836,Linebacker Dan
7840,Linebacker Jonah
7853,Lone Wolf   Graham
7854,Lone Wolf   Robert
7856,Lumiose Gang Member♀ Eris
7858,Lumiose Gang Member♂ Nix
7860,Lumiose Gang Member♀ Sedna
7862,Socialite Rebecca(Tag battle)
7863,Socialite Reina
7867,Socialite Reina(Rematch)
7870,Socialite Cassandra
7871,Socialite Emilia
7872,Socialite GraceB
7873,Socialite Marian
7877,Socialite Grace
7879,Madame Elizabeth
7880,Madame Kathleen
7882,Madame Sayuri
7883,Magma Admin Tabitha
7885,Magma Admin Courtney
7898,Maid Belinda
7899,Maid Sophie
7900,Maid Emily
7901,Maid Elena
7902,Maid Clare
7903,Maid Alica
7904,Maid Tanya
7906,Maid Tammy
7909,Marchioness Alyssa
7910,Marchioness Amandine
7911,Marchioness Amelie
7912,Marchioness Fiona
7913,Marchioness Keira
7914,Marchioness Korrina
7916,Marchioness Meriel
7917,Marchioness Olympia
7919,Marchioness Valerie
7921,Marchioness Viola
7923,Marchioness Yolande
7924,Marquis Arran
7925,Marquis Caen
7926,Marquis Clemont
7928,Marquis Grant
7930,Marquis Grisognono
7931,Marquis Ramos
7933,Marquis Wulfric
7935,Master Class Chance
7936,Master Class Cortney
7937,Master Class Erica
7938,Master Class Eva
7939,Master Class Jackson
7940,Master Class Jaden
7941,Master Class Kaden
7942,Master Class Kerry
7943,Master Class Kinsey
7944,Master Class Lincoln
7945,Master Class Lyle
7946,Master Class Miriam
7947,Master Class Preston
7948,Master Class Ryan
7949,Master Class Tate
7950,Master Class Tiffany
7952,Master Representative Fūryū
7953,Fun Old Lady Allaw
7954,Fun Old Lady Anges
7955,Fun Old Lady Desla
7956,Fun Old Lady Gelvin
7957,Fun Old Lady Lonno
7958,Fun Old Lady Naldo
7959,Fun Old Lady Oris
7960,Fun Old Lady Panne
7961,Fun Old Lady Ropel
7962,Fun Old Lady Desor
7963,Fun Old Lady Eskola
7964,Fun Old Lady Flegal
7965,Fun Old Lady Gohon
7966,Fun Old Lady Grenay
7967,Fun Old Lady Gularte
7968,Fun Old Lady Karden
7969,Fun Old Lady Ludum
7970,Fun Old Lady Myog
7971,Fun Old Lady Otsbo
7972,Fun Old Lady Perstin
7973,Matron Agris
7974,Matron Belish
7977,Matron Crex
7978,Matron Ezella
7979,Matron Kalus
7980,Matron Ladi
7981,Matron Naono
7982,Matron Petil
7983,Matron Relza
7984,Matron Sophee
7985,Matron Tulon
7986,Mature Couple  Carissa
7987,Mature Couple  Ian
7989,Medium Doris
7990,Medium Grace
7991,Medium Martha
7992,Medium Rebecca
7993,Medium Darcy
7994,Medium Edith
7995,Medium Georgina
7999,Medium Holly
8001,Miror B.Peon Ferma
8004,Miror B.Peon Folly
8006,Miror B.Peon Reath
8009,Miror B.Peon Trudly
8012,Movie Star ♂ Brycen
8018,Movie Star ♀ Sabrina
8020,Mt.BtlMaster Somek
8021,Mt.BtlMaster Infin(Single Battle)
8022,Mt.BtlMaster Inity(Double Battle)
8023,Mt BtlMaster Battlus
8024,Muddy Boy Hayden
8026,Musician Boris
8027,Musician Preston
8030,Mysterious Sisters Achlys & Eos
8031,Mysterious Sisters Rune & Rime
8032,Mysterious Sisters Elle & Aya
8033,Mysterious Sisters Scall & Ion
8037,Mysticalman Eusine
8038,Mystery Man Eusine
8039,Mystery Man River
8041,Mystery Man Ardos
8042,Myth Trainer Eagun
8043,Myth Trainer Infin
8044,Myth Trainer Inity
8047,Navigator Abson
8048,Navigator Berk
8049,Navigator Bestol
8050,Navigator Carlon
8051,Navigator Folop
8052,Navigator Gostin
8053,Navigator Kerdin
8054,Navigator Lestor
8055,Navigator Robell
8056,New Actress Callie
8058,Newscaster Riesko
8059,Newscaster Sclim
8060,Newscaster Arule
8061,Newscaster Edin
8062,Newscaster Idlon
8063,Newscaster Madsin
8064,Newscaster Ohlid
8065,Newscaster Sivil
8066,Ninja Boy Hideo
8067,Ninja Boy Keigo
8068,Ninja Boy Lao
8073,Ninja Boy Lung
8074,Ninja Boy Takashi
8075,Ninja Boy Tsunao
8076,Ninja Boy Yasu
8078,Ninja Boy Jaiden
8079,Ninja Boy Jonas
8087,Ninja Boy Riley
8090,Ninja Boy Antonio
8091,Ninja Boy Brennan
8092,Ninja Boy Bruce
8093,Ninja Boy Davido
8094,Ninja Boy Ethan
8095,Ninja Boy Fabian
8096,Ninja Boy Joel
8097,Ninja Boy Nathan
8098,Ninja Boy Nick
8099,Ninja Boy Zach
8109,Ninja Boy Matthew
8112,Ninja Boy Zach(Rematch)
8117,Ninja Boy Hiromichi
8125,Ninja Boy Shoji
8129,Nurse Kirsten
8130,Nurse Sachiko
8131,Nurse Shery
8132,Nurse Carol
8133,Nurse Dixie
8135,Nurse Mariah
8136,Nursery Aide Autumn
8137,Nursery Aide BrianaW
8138,Nursery Aide Leah
8139,Nursery Aide MihoB
8141,Nursery Aide Ethel
8142,Nursery Aide Hollie
8143,Nursery Aide Ilse
8144,Nursery Aide June*
8145,Nursery Aide Kimya
8147,Nursery Aide Rosalyn(Tag battle w/ Preschooler Ike)
8148,Clerk ♀ Alberta
8149,Clerk ♂ Chaz
8150,Clerk ♂ Clemens
8151,Clerk ♂ Doug
8152,Clerk ♂ Fredric
8153,Clerk ♀ Ingrid
8154,Clerk ♂ Ivan
8155,Clerk ♂ Isaac
8156,Clerk ♀ Katie
8157,Clerk ♂ Nelson
8158,Clerk ♀ Piper
8159,Clerk ♀ Trisha*
8160,Clerk ♂ Wade
8161,Clerk ♂ Warren
8162,Clerk ♀ Wren
8163,Clerk ♂ Augustin*
8164,Clerk ♀ Britney
8169,Clerk ♂ Gilligan
8170,Clerk ♀ Lana
8175,Office Worker♂ Cody
8177,Office Worker♂ Jeremy
8178,Office Worker♀ Jessica
8179,Office Worker♀ Kristen
8181,Office Worker♀ Michelle
8182,Office Worker♂ Shane
8183,Old Couple John & Jay
8195,Ordinary Guy  Alec
8197,Owner Christophe*
8199,Owner Kazu*
8200,Owner Toro
8201,Owner Yannick
8202,Painter Celina
8203,Painter Daisy
8204,Painter Edna
8205,Painter Rayna
8207,Parasol Lady Angelica
8208,Parasol Lady Clarissa
8209,Parasol Lady Madeline
8216,Parasol Lady Kayley
8222,Parasol Lady Rachel
8223,Parasol Lady Alexa
8227,Parasol Lady Sabrina
8228,Parasol Lady Alexa(Rematch)
8233,Parasol Lady April
8234,Parasol Lady Gwyneth
8235,Parasol Lady Laura
8236,Parasol Lady Lumi
8237,Parasol Lady Mariah
8238,Parasol Lady Melita
8239,Parasol Lady Nicole
8240,Parasol Lady Tihana
8241,Parasol Lady Ingrid*
8245,Parasol Lady Tyra*
8253,Passionate Rider  Zackary
8254,Passionate Rider  Ruben
8255,Passionate Rider  Hannah
8256,Passionate Rider  Norman
8258,Gambler
8264,Gamer Darian
8266,Gamer Dirk
8267,Gamer Hugo
8268,Gamer Jasper
8269,Gamer Rich
8271,Gamer Stan
8272,PI Carlos
8275,PI Kendrick
8288,Picnic Girl  Elena
8290,Jr. Trainer♀
8308,Jr. Trainer♀(Giselle)
8324,Picnicker Brooke
8325,Picnicker Cindy
8326,Picnicker Debra
8327,Picnicker Edna
8328,Picnicker Erin
8331,Picnicker Gina
8336,Picnicker Heidi
8337,Picnicker Hope
8338,Picnicker Kim
8339,Picnicker Liz
8344,Picnicker Sharon
8345,Picnicker Tanya
8346,Picnicker Tiffany
8350,Picnicker Becky
8351,Picnicker Carol
8352,Picnicker Diana
8358,Picnicker Irene
8359,Picnicker Kylee
8360,Picnicker Martha
8361,Picnicker Nancy
8362,Picnicker Angelina
8363,Picnicker Ashley
8364,Picnicker Autumn
8366,Picnicker Bianca
8368,Picnicker Celia
8369,Picnicker Charlotte
8379,Picnicker Sophie
8380,Picnicker Alicia
8384,Picnicker Alma
8385,Picnicker Ariana
8390,Picnicker Caitlin
8391,Picnicker Camryn
8394,Picnicker Claire
8395,Picnicker Dana
8397,Picnicker Gwen
8400,Picnicker Isabelle
8404,Picnicker Kelsey*
8408,Picnicker Kindra
8409,Picnicker Leah
8410,Picnicker Marcy
8412,Picnicker Missy
8416,Picnicker Sofia
8417,Picnicker Susie
8421,Picnicker Tina
8422,Picnicker Valerie
8423,Picnicker Yazmin
8424,Picnicker Ana
8425,Picnicker Cheyenne
8427,Picnicker Karina
8431,Picnicker Lauren
8432,Picnicker Siena
8433,Picnicker Summer
8434,Picnicker Tori
8445,Picnicker Adrian
8461,Picnicker Ginger
8467,Picnicker Piper
8468,Picnicker Selina
8486,Jr.♀
8490,Picnicker Cyndy
8491,Picnicker Stacy
8493,Pikachu Fan  Damon
8494,Pikachu Fan  Tasha
8495,Pikachu Fan  Stewart
8497,Pilot Chase
8498,Pilot Leonard
8499,Pilot Ted
8501,Pilot Elron
8502,Pilot Ewing
8503,Pilot Flynn
8505,Pilot Winslow
8506,Poison Tongue Boy   Curtis
8508,"Pokéfan♂ AlexJP, KO"
8509,Pokéfan♂ AlexWestern
8510,Pokéfan♂ AllanC
8511,Pokéfan♀ Beverly
8514,Pokéfan♂ Brandon
8515,Pokéfan♂ Carter
8516,Pokéfan♂ Colin(On first trip)
8517,Pokéfan♂ Derek
8520,Pokéfan♀ Georgia(Vermilion to Olivine)
8521,Pokéfan♀ JaimeC
8522,Pokéfan♂ Jeremy(Vermilion to Olivine)
8523,Pokéfan♂ Joshua
8524,Pokéfan♂ RexC
8525,Pokéfan♂ Robert
8526,Pokéfan♀ Ruth
8527,Pokéfan♂ Trevor
8528,Pokéfan♂ William
8529,Pokéfan♂ Colton
8530,Pokéfan♀ Isabel
8535,Pokéfan♀ Marissa
8536,Pokéfan♂ Miguel
8541,Pokéfan♀ Vanessa
8542,Pokéfan♀ Annika
8543,Pokéfan♀ Bethany
8550,Pokéfan♂ Kaleb
8557,Pokéfan♂ Leonard
8558,Pokéfan♀ Meredith(Tag battle)
8559,Pokéfan♀ Rebekah
8561,Pokéfan♀ Meredith(Multi Battle)
8563,Pokéfan♂ Alex
8568,Pokéfan♂ Boone
8576,Pokéfan♀ Eleanor
8584,Pokéfan♂ Colin
8585,Pokéfan♀ Darcy
8586,Pokéfan♂ Elliot
8587,Pokéfan♀ Georgia
8588,Pokéfan♂ Jude
8594,Pokéfan♀ Lydia
8595,Pokéfan♂ NorbertW2
8596,Pokéfan♀ SachikoW2
8597,Poké Fan♀ Abigail
8598,Poké Fan♀ Agnes
8599,Poké Fan♂ Corey
8600,Poké Fan♂ Gabe
8601,Poké Fan♀ Lydie
8602,Poké Fan♀ Roisin
8603,Poké Fan♀ Tara
8604,Poké Fan♂ Colton
8605,Poké Fan♀ Isabel
8610,Poké Fan♀ Marissa
8611,Poké Fan♂ Miguel
8616,Poké Fan♀ Vanessa
8617,Pokéfan♂ Baxter
8621,Pokéfan♀ Carmen
8625,Pokéfan♀ Janet
8627,Pokéfan♂ Rex
8629,Poké Fan Family Jan & Erin
8630,Poké Kid Ariel
8631,Poké Kid Danielle
8635,Poké Kid Janet
8636,Poké Kid Meghan
8649,PokéManiac
8655,PokéManiac Andrew
8656,PokéManiac Ben
8657,PokéManiac Brent
8661,PokéManiac Calvin
8662,PokéManiac Donald
8663,PokéManiac Isaac
8664,PokéManiac Larry
8665,PokéManiac Miller
8666,PokéManiac Ron
8667,PokéManiac Shane
8668,PokéManiac Zach
8669,PokéManiac Mark
8670,PokéManiac Steve
8681,PokéManiac Wyatt
8682,PokéManiac Ashton
8683,PokéManiac Cooper
8684,PokéManiac Dawson
8685,PokéManiac Hector
8687,PokéManiac Herman
8694,PokéManiac Winston
8695,Poké Maniac Andrew
8696,Poké Maniac Beckett
8697,Poké Maniac Brent
8701,Poké Maniac Calvin
8702,Poké Maniac Donald
8703,Poké Maniac Harrison
8704,Poké Maniac Issac
8705,Poké Maniac Larry
8706,Poké Maniac Ron
8707,Poké Maniac Shane
8708,Poké Maniac Zach
8709,Poké Maniac Mark
8710,Poké Maniac Steve
8715,Pkmniac
8717,PokéManiac Joseph
8718,PokéManiac Pedro
8722,Pokémon Ranger♂ Carlos
8723,Pokémon Ranger♀ Catherine
8728,Pokémon Ranger♂ Jackson
8733,Pokémon Ranger♀ Jenna
8734,Pokémon Ranger♂ Sebastian
8735,Pokémon Ranger♀ Sophia
8747,Pokémon Ranger♂ Lorenzo
8750,Pokémon Ranger♀ Beth
8751,Pokémon Ranger♀ Chelsea
8755,Pokémon Ranger♀ Katelyn
8757,Pokémon Ranger♂ Logan
8758,Pokémon Ranger♀ Madeline
8760,Pokémon Ranger♂ Nicolas
8762,Pokémon Ranger♂ Trenton
8764,Pokémon Ranger♀ Allison(Rematch)
8768,Pokémon Ranger♀ Ashlee(Rematch)
8770,Pokémon Ranger♂ Deshawn
8771,Pokémon Ranger♂ Dwayne
8772,Pokémon Ranger♀ Felicia
8773,Pokémon Ranger♂ Jeffery
8774,Pokémon Ranger♀ Krista
8775,Pokémon Ranger♂ Kyler(Rematch)
8777,Pokémon Ranger♂ Taylor(Rematch)
8798,Pokémon Ranger♂ Alain
8799,Pokémon Ranger♀ Annie
8800,Pokémon Ranger♀ Audra
8801,Pokémon Ranger♀ Brenda
8802,Pokémon Ranger♂ Claude
8803,Pokémon Ranger♀ Chloris
8804,Pokémon Ranger♂ Crofton
8805,Pokémon Ranger♀ ElizaB
8806,Pokémon Ranger♂ Forrest
8807,Pokémon Ranger♂ Harry
8808,Pokémon Ranger♀ Heidi
8809,Pokémon Ranger♀ Irene
8810,Pokémon Ranger♂ Jaden
8811,Pokémon Ranger♂ Keith
8812,Pokémon Ranger♂ Lewis
8813,Pokémon Ranger♀ Mary
8814,Pokémon Ranger♂ Miguel
8815,Pokémon Ranger♀ Mylene
8816,Pokémon Ranger♂ Pedro
8817,Pokémon Ranger♂ RalphB
8818,Pokémon Ranger♂ Richard
8819,Pokémon Ranger♀ Shanti
8820,Pokémon Ranger♀ Shelly
8821,Pokémon Ranger♀ Thalia
8823,Pokémon Ranger♀ Anja
8825,Pokémon Ranger♂ BretAutumn
8826,Pokémon Ranger♀ Briana
8828,Pokémon Ranger♂ Daryl*
8829,Pokémon Ranger♀ Dianna*
8831,Pokémon Ranger♂ Eddie
8832,Pokémon Ranger♀ Elaine
8833,Pokémon Ranger♀ Elle
8834,Pokémon Ranger♀ ElizaB2
8835,Pokémon Ranger♀ ElizaW2
8838,Pokémon Ranger♀ Hillary
8840,Pokémon Ranger♂ Johan
8841,Pokémon Ranger♀ Katie
8842,Pokémon Ranger♂ LeafAutumn
8843,Pokémon Ranger♀ Lena
8844,Pokémon Ranger♂ LewisB2
8845,Pokémon Ranger♂ LewisW2
8846,Pokémon Ranger♀ Lois
8847,Pokémon Ranger♂ Louis
8848,Pokémon Ranger♀ MaloryAutumn
8849,Pokémon Ranger♂ Maxwell
8850,Pokémon Ranger♀ Melita
8851,Pokémon Ranger♀ Mikiko
8852,Pokémon Ranger♀ NaokoAutumn
8853,Pokémon Ranger♂ Parker
8855,Pokémon Ranger♂ Ralph
8856,Pokémon Ranger♂ Rick
8857,Pokémon Ranger♀ Serenity
8858,Pokémon Ranger♂ Steve
8860,Pokémon Ranger♀ Ambre
8861,Pokémon Ranger♂ Bjorn
8862,Pokémon Ranger♀ Brooke
8863,Pokémon Ranger♂ Chaise
8864,Pokémon Ranger♀ Clementine
8865,Pokémon Ranger♂ Dean
8867,Pokémon Ranger♂ Lee
8868,Pokémon Ranger♂ Maurice
8869,Pokémon Ranger♀ Melina
8870,Pokémon Ranger♂ Nash
8872,Pokémon Ranger♀ Petra
8873,Pokémon Ranger♂ Ralf
8874,Pokémon Ranger♂ Reed
8875,Pokémon Ranger♂ Shinobu
8876,Pokémon Ranger♂ Silas
8877,Pokémon Ranger♀ Twiggy
8892,Officer Dirk
8893,Officer Keith
8894,Policeman Alex
8895,Policeman Bobby
8896,Policeman Caleb
8897,Policeman Danny
8901,Policeman Dylan
8902,Policeman Thomas
8912,Policeman Dirk
8913,Policeman Keith
8914,Policeman Daniel
8915,Policeman Jeff
8916,Policeman BravenB2
8917,Policeman DellB2
8919,Policeman NeagleB2
8920,Police Officer Haruki
8921,Police Officer Mitchell
8922,Preschooler♂ Billy
8923,Preschooler♂ Doyle
8924,Preschooler♂ Evan
8925,Preschooler♂ Homer
8926,Preschooler♀ Juliet
8927,Preschooler♀ Mia
8928,Preschooler♀ Sarah
8929,Preschooler♂ Tully
8930,Preschooler♀ Wendy
8931,Preschooler♀ Winter*
8932,Preschooler♂ Albert
8933,Preschooler♂ Buster
8934,Preschooler♀ Chrissy
8935,Preschooler♀ Eva
8937,Preschooler♂ Greg
8938,Preschooler♂ Ike
8939,Preschooler♂ Jojo
8940,Preschooler♂ José
8941,Preschooler♀ Lin
8943,Preschooler♀ Samantha
8944,Preschooler♂ Tyrone
8945,Preschooler♂ Adrian
8946,Preschooler♀ Ella
8947,Preschooler♀ Lily
8949,Preschooler♀ Natalie
8950,Preschooler♂ Oliver
8951,Preschooler♀ Ailey
8952,Preschooler♀ Hannah
8954,Preschooler♂ Hayden
8955,Preschooler♂ Hunter
8956,Preschooler♂ Kaleb
8957,Preschooler♂ Liam
8958,Preschooler♀ Malia
8961,Principal Asuka
8962,Psychic
8966,Psychic Fidel
8967,Psychic Franklin
8968,Psychic Gilbert
8969,Psychic Greg
8970,Psychic Herman
8971,Psychic Jared
8972,Psychic Mark
8973,Psychic Nathan
8974,Psychic Norman
8975,Psychic Phil
8976,Psychic Richard
8977,Psychic Rodney*
8978,Psychic♀ Alexis
8979,Psychic♂ Cameron
8984,Psychic♂ Edward
8985,Psychic♂ Fritz
8986,Psychic♀ Hannah
8987,Psychic♀ Jacki
8992,Psychic♀ Jaclyn
8993,Psychic♂ Joshua
8994,Psychic♀ Kayla
8995,Psychic♀ Maura
8996,Psychic♂ Preston
8997,Psychic♀ Samantha
8998,Psychic♂ Virgil
8999,Psychic♂ William
9000,Psychic♀ Alix
9001,Psychic♂ Alvaro
9002,Psychic♂ Blake
9003,Psychic♀ Brandi
9009,Psychic♂ Cedric
9010,Psychic♂ Edie
9018,Psychic♂ Keenan
9019,Psychic♀ Macey
9020,Psychic♀ Mariella
9021,Psychic♀ Marlene
9023,Psychic♂ Nicholas
9029,Psychic♂ Dario
9033,Psychic♂ Johan
9034,Psychic♀ Laura
9035,Psychic♂ Lorenzo
9037,Psychic♀ Rodette
9039,Psychic♂ Tyron
9040,Psychic♀ Abigail
9043,Psychic♀ Brittney
9045,Psychic♂ Bryce
9046,Psychic♀ Chelsey
9047,Psychic♂ Corbin
9049,Psychic♀ Daisy
9051,Psychic♂ Deandre
9052,Psychic♀ Desiree
9053,Psychic♂ Elijah
9054,Psychic♀ Kendra
9055,Psychic♂ Kody
9056,Psychic♂ Landon
9057,Psychic♀ Lindsey
9058,Psychic♂ Maxwell
9060,Psychic♂ Mitchell
9063,Psychic♀ Rachael
9064,Psychic♂ Sterling
9065,Psychic♀ Valencia
9092,Psychic Eli
9103,Psychic Tōru*
9104,Psychic Vernon
9105,Psychic♀ Belle
9107,Psychic♀ Cybil
9108,Psychic♀ Doreen
9109,Psychic♀ Dua
9110,Psychic♀ Future
9111,Psychic♂ Gaven
9112,Psychic♂ Gerard
9113,Psychic♀ Lin
9114,Psychic♂ Low
9115,Psychic♀ Madhu
9116,Psychic♂ Micki
9117,Psychic♂ Perry
9118,Psychic♂ Rudolf
9119,Psychic♂ Tommy
9120,Psychic♂ Al
9121,Psychic♀ Alia
9124,Psychic♀ Ena
9126,Psychic♀ Joyce
9128,Psychic♀ Lynette
9130,Psychic♂ Nandor
9131,Psychic♀ Olesia
9133,Psychic♀ Sarah
9135,Psychic♂ Tully
9136,Psychic♂ Arthur
9137,Psychic♂ Emanuel
9138,Psychic♂ Franz
9139,Psychic♂ Harry
9140,Psychic♂ Paschal
9141,Psychic♂ Robert
9142,Psychic♂ Sayid
9144,Psychic Cameron
9148,Psychic Edward
9149,Psychic Fritz
9150,Psychic Joshua
9151,Psychic Preston
9152,Psychic Virgil
9153,Psychic William
9164,Psychic Mason
9168,Punk Couple Zoya & Asa
9169,Punk Girl Cecile
9170,Punk Girl Jeanne
9171,Punk Girl Lillian
9172,Punk Girl Anna
9173,Punk Girl Melissa
9174,Punk Guy Faust
9175,Punk Guy Jacques
9176,Punk Guy Sid
9177,Punk Guy Slater
9178,Punk Guy Adam
9179,Punk Pair Marie and Troy
9180,Punk Pair Yoko and Lane
9181,Rancher Marco
9187,Rangers Fern & Lee
9188,Rangers Ivy & Orrick
